dpmid_xt_review_summary_reviewbody_all.shoptype	dpmid_xt_review_summary_reviewbody_all.cat1_id	dpmid_xt_review_summary_reviewbody_all.cat2_id	dpmid_xt_review_summary_reviewbody_all.cat3_id	dpmid_xt_review_summary_reviewbody_all.city_id	dpmid_xt_review_summary_reviewbody_all.shop_id	dpmid_xt_review_summary_reviewbody_all.source	dpmid_xt_review_summary_reviewbody_all.review_id	dpmid_xt_review_summary_reviewbody_all.reviewbody	dpmid_xt_review_summary_reviewbody_all.addtime	dpmid_xt_review_summary_reviewbody_all.updatetime	dpmid_xt_review_summary_reviewbody_all.hp_cal_dt
10	110	3027	NULL	1	23022705	DIANPING	291558274	吃过几次，口味还行，服务和环境很一般	2016-08-17 22:35:45	2016-08-17 22:35:45	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	314357281	口味不错，我不太喜欢拍照片，酸菜鱼是我很喜欢吃的，总体不错	2016-11-04 13:36:44	2016-11-04 13:36:44	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	334762524	经常来吃，味道一直很好，酸萝卜特别好吃	2017-02-26 11:50:36	2017-02-26 11:50:36	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	369194092	感谢点评抽中霸王餐，刚好在公司楼下，虽然说要提前预约，打电话确认直接来就好。其实这家店原来在定西路老盛昌旁边的，当时也经常去。性价比还不错，味道也很好，中午有午市套餐很划算，鱼根据人数自己挑选大小，最小也快三斤了，两个人除了鱼吃不动别的了，鱼肉有鱼刺要小心	2017-09-11 20:00:21	2017-09-11 20:00:21	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	156000691	口味不错  经理太难说话  ！！！	2015-06-29 18:38:13	2015-06-29 19:41:02	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	227504491	这次终于是点了个重辣，嗯，一般，感觉没有微辣的汤好喝。鱼是黑鱼，要了四斤多三个人吃，够了。口水鸡不错，之前吃过一个好吃的炒饭。	2016-02-03 22:24:28	2016-02-03 22:24:28	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	239763532	不错，商家还很贴心，看见我们有人过生日，还特意送上长寿面，这让我很意外，值得赞扬。	2016-03-14 22:00:27	2016-03-14 22:00:27	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	239806306	总体还可以，我们去得比较早不用排队，等我们吃完队就排得很长了	2016-03-15 08:16:53	2016-03-15 08:16:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	242558517	这是第二次来这边吃饭了，就看网上评分不错来的，酸菜鱼做的是真不错，值得一去	2016-03-24 19:06:40	2016-03-24 19:06:40	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	259106260	生意蛮好，等了蛮久?网上可以拿号，不错！	2016-05-17 16:02:40	2016-05-17 16:02:40	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	275521417	目前觉得最好吃的酸菜鱼之一。冒着重度溃疡的舌头，和好基友消灭了2斤鱼。酸菜鱼：5星推荐点的微辣，不得不说，上海的川湘菜比广州好吃十倍不止，酸汤很浓，里面是酸菜和小米椒熬的汤底满满的都是黄色的小辣椒，个人感觉应该是泡过的鱼肉滑嫩，酸酸辣辣入味香蕉飞饼：3星印度人和印度人的飞饼，区别不是一点大饼身太厚，没有完全撑开，不够薄脆物美价廉，到上海一定会回头的饭店之一。不过要早点，等位很煎熬	2016-07-05 17:38:31	2016-07-05 17:38:31	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	365108708	感谢大众点评的霸王餐，不要预约，两人去的，中午稍微等一会，10分钟就入座了。点酸菜鱼好吃，活鱼自选，黑鱼好吃一点，就是太大，点了一条最小的也有两斤半，主要是做鱼片，剩下的鱼骨鱼头等最后一道放在火锅内。酸菜鱼鱼肉肉质细嫩，汤酸香鲜美，有一种独特的酸香味，鱼片嫩黄爽滑，微辣不腻。她家的素菜拼盘和菌菇拼盘点击率也蛮好的，炸豆腐皮酥脆可口当开胃小吃，是家庭和朋友小聚不错的地方 ，环境很好，也很好找，现在搞开业促销68折，只是有点单调，只做鱼片不做鱼丸，稍显遗憾。	2017-08-20 16:10:54	2017-08-20 16:10:54	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	183662399	味道挺好的，四人点了3斤半的鱼，再点些其他的就蛮饱了	2015-09-27 18:25:55	2015-09-27 18:25:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	206731026	挺好的，味道好，量足，两三人人均40-50	2015-12-11 17:25:22	2015-12-11 17:25:22	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	238805442	公司旁边的一家酸菜鱼，经常去吃了，好吃不贵系列～鱼片的味道很不错，点的中辣不是很辣，鱼片更入味，比微辣好吃推荐印度飞饼、宽粉～每次必点一般来人很多需要排位，可以提前订位子避免等太久	2016-03-12 10:55:20	2016-03-12 10:55:20	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	271923819	味道一般，觉得鱼肉还不错，其他小菜没跟上，就鱼还不错。	2016-06-25 17:10:54	2016-06-25 17:10:54	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	341320442	带儿子去拍艺术照，结束发觉已身在中山公园附近，搜索一下附近吃的。酸菜鱼，很近，有个套餐好像不错，骑车过去了。坐下再看发觉是工作日套餐，那就随便点一些吧。直接是黑鱼，2大1小，拿了一条2斤6两的。配菜不敢多点，菌菇套餐和鸡毛菜。上鱼了，点了不辣，但还是有一点点辣味，不过还好儿子可以接受，味道不错，量也挺多。后来发觉点的配菜吃不了了，直接打包回家晚饭了。	2017-04-06 00:44:55	2017-04-06 00:44:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	305422377	吃过好多次了，味道不错，服务很好，值得再去。	2016-10-02 13:35:18	2016-10-02 13:35:18	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	308241292	酸菜鱼吃过好多家，这家一般，主要鱼片不嫩。不知道是不是拿出来晚了，煮过头的缘故（因为旁边一桌比我们晚到，但鱼先上了好一会儿）。鱼刺也多，别家吃的也是黑鱼，鱼片里几乎没刺。但的确蛮便宜的，118的套餐价加上2元餐具费，有2斤半鱼，一盘羊肉，一份娃娃菜加一点金针菇，还有2个凉菜，素鸡和黑木耳，2碗米饭。凉菜倒蛮好吃的，羊肉也不错，总体性价比挺高的。环境也很好，挺宽敞，服务也很热情迅速。	2016-10-11 21:49:27	2016-10-11 21:49:27	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	154948494	很好很强大很实惠很好吃很舒服很开心会再来	2015-06-26 14:55:57	2015-06-26 14:55:57	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	209517763	有点小腥，味道还不错，服务也可以	2015-12-19 12:58:01	2015-12-19 12:58:01	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	229403665	汤头不错，酸辣适中，鱼肉嫩滑，还有下次！	2016-02-11 19:26:05	2016-02-11 19:26:05	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	229868684	环境还不错。鱼很大一条。很不错哦	2016-02-13 12:09:53	2016-02-13 12:09:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	283504023	总体还不错，服务很好，环境卫生也挺好！	2016-07-27 10:44:13	2016-07-27 10:44:13	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	307875099	味道和别的地方一样但比别的地方贵	2016-10-10 14:31:16	2016-10-10 14:31:16	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	316834452	中了霸王餐去吃的，本来还担心霸王餐会不会态度，服务不大好。结果和普通食客一模一样的~服务很赞！味道很棒呀！4个妹子一份霸王餐足足够了(2~3斤鱼)！鱼很嫩，没什么刺，有妹子不吃辣所以点了微辣，果然不辣。不过看到别人点的辣辣的很心动呀！飞饼看着也超好吃！吃完鱼烫火锅，冬天超级幸福！感谢大众点评感谢霸王餐！Mua~	2016-11-14 11:23:07	2016-11-14 11:23:07	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	321830906	真心不错，不妄我俩走错了先到了龙之梦，再重新出发还误了时间排了一会队，份量很足，我俩还点了其他的菜，口水鸡是我最爱，每个地方有都必点，但是等我们快吃完了再上批评一下，鱼是真好吃，汤浓郁而不腻，没有鱼汤点腥味，酸味正好，非常开胃，基本上汤都喝完了，我们点的是套餐，上菜很快，基本上套餐里面的配菜都吃不完，还有涮菜，对两个女孩子来说量足。服务很一般，不是很主动、环境也算一般吧。。。	2016-12-08 14:57:09	2016-12-08 14:57:09	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	364828207	龙之梦 2楼还3楼来着 还好人不是很多 可网上取号 就算过号了 等5分钟就好了 店里面很大座位很多  基本上都不会等太久 服务员都热情 结账的时候呢个店员好热情 一直微笑也很有礼貌 完美 自己挑鱼 冷菜上的比较快 应该都是提前做好的 但口水鸡偏生 有血水没关系 但肉也有红色 应该再烫会 飞饼 菠萝太少啦 糖撒的有点多 用黄油煎的比较香 鱼点的是微辣 开始吃的时候不是很辣后面	2017-08-19 12:53:42	2017-08-19 12:53:42	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	252437419	口味还不错，下次一定过去，带朋友去吃鱼	2016-04-27 08:37:58	2016-04-27 08:37:58	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	284543377	酸菜鱼里算比较好吃的店了   去晚的话排队不得了	2016-07-29 23:08:36	2016-07-29 23:08:36	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	305620521	经常看到等位，终于来试了。果然味道很棒！两个人吃黑鱼挑了一条小的，两斤二两的鱼，两个人吃正好。点的中辣，味道超级棒！是我吃到现在最好吃的酸菜鱼了。一点腥味儿都没有，辣也比较适中。鱼肉片的很薄，而且很嫩。两个人的话再点两个配菜绰绰有余了。炸豆皮很好吃，配合酸汤味道很棒。由于等位超过20分钟，多送了一盆鸡毛菜。不过蔬菜下下去味道会比较冲，还会有一点腥味儿，不推荐。服务员态度比较冷漠，而且很慢。要了一包纸巾结果买完单也没送来，就不要了。	2016-10-02 23:47:00	2016-10-02 23:47:00	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	179756058	中午去吃的套餐，有点了些冷菜！锅子半个钟头没来，锅子不来，冷菜也不来，锅子来了，饭不来涮菜又不来无力吐槽的一顿饭鱼片是真的很薄，也好吃的～如果能改进服务，还是可以去的	2015-09-13 23:01:53	2015-09-13 23:01:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	214701531	第二次去了，味道鲜美，鱼肉嫩滑，很不错的还是。	2015-12-31 08:46:25	2015-12-31 08:46:25	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	221367240	菜味还不错，一般般，陪客户将就了。	2016-01-16 21:06:32	2016-01-16 21:06:32	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	237749886	只吃鱼就够了   味道很好  人均两斤鱼差不多就饱了	2016-03-08 15:47:06	2016-03-08 15:47:06	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	239437892	味道不错，汤很鲜美。调了高汤但不是很咸。几乎喝了半锅！黑鱼是活鱼现杀，两个人吃了两斤八的鱼正好。肉质紧实、刀工不错。鱼片切得很薄～～～吃多了也不腻。改火锅吃的时候放了牛百叶鸡毛菜宽粉和炸豆皮～最喜欢吃炸豆皮。有点甜	2016-03-13 20:09:33	2016-03-13 20:09:33	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	263487365	味道好，鱼干净。连续吃了两天。前一天3.6斤两人吃没点任何别的菜正好。后一天3.4斤，一端上来就发现和昨天的3.6斤区别太大了。其实当时怀疑鱼是不是我要的那条鱼。每次买好鱼，鱼就被送进去了。也不知道是不是又从后面放进去了。就是感觉没有足斤足两的给你你要的鱼。但是味道真心好。	2016-05-30 22:12:39	2016-05-30 22:12:39	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	267527692	鱼有点少，味道不错。。。。。。。。。。。	2016-06-11 20:01:23	2016-06-11 20:01:23	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	364987050	感谢大众点评的霸王餐机会，一百代金券，到店随时用，不需要预约，这点给个好评，酸菜鱼吃过很多次，他们家的还是第一次品尝，店内很干净卫生，进门先选鱼，两个人挑了条两斤半左右的黑鱼，点了招牌甜品奶豆腐，很惊艳很好吃，回味不腻，量足价格也实惠，店内服务员也都很好，苦荞茶加水很积极，买单一共195，有了代金券折合下来人均五十都不到，性价比非常高，店内目前有六八折优惠，没有代金券的小伙伴去吃饭，打折下来也是超级划算的～门口的印度阿三做的飞饼很好吃，香脆～一切都不错的商家～	2017-08-19 23:28:05	2017-08-19 23:28:05	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	370521830	鱼非常新鲜，很大一锅！推荐！！	2017-09-19 18:43:05	2017-09-19 18:43:05	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	189496692	西北行出发前夜，还要和猴哥看场话剧，我也是满拼的。这家店收藏许久，离安福路也不算太远，就来拔草咯。两个人选了条四斤多的黑鱼，每斤貌似是48元，做成微辣口味。上桌后迫不及待地尝了一口，嗯，完全没有腥味，鱼片也满有弹性的，只是酸度略有不足。另外点了鸭血，可惜老老的，不好吃。服务很不错，结帐时我们本来打算买团购券，但小妹提醒说直接买单可以六八折，折后人均消费六七十，性价比挺高的	2015-10-18 07:12:19	2015-10-18 07:12:19	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	204356576	鱼鲜嫩，性价比高，闪惠的活动给力度也蛮大的，会经常来，适合冬天	2015-12-04 19:36:29	2015-12-04 19:36:29	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	333170730	味道很不错、经常来啦。鱼很嫩，就是经常遇到排队	2017-02-16 10:50:28	2017-02-16 10:50:28	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	168137889	团购的订单 里面配的茶水要提醒了才上 不知道是不是临近午休 工作人员都懈怠了 赶着下班	2015-08-08 11:02:51	2015-08-08 11:02:51	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	213289197	鱼肉很嫩，很新鲜，味道鲜美，不用排队	2015-12-27 19:03:42	2015-12-27 19:03:42	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	238205463	突然想吃酸菜鱼，就去了这家。我们点了八斤鱼，也很快被消灭了。鱼怎么烧我都比较喜欢。	2016-03-10 08:08:29	2016-03-10 08:08:29	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	252638448	吃过很多次了，味道很好，也长期有优惠活动挺划算的，除了鱼很赞，酱料跟飞饼也很好吃，每次必点	2016-04-27 20:27:41	2016-04-27 20:27:41	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	263194232	总体上来说酸菜鱼的味道还是可以的，有机会再来	2016-05-29 22:46:19	2016-05-29 22:46:19	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	314428337	感谢大众点评，抽中霸王餐去的，是第二次去，鱼做的很好吃，入味，下次还会来的	2016-11-04 18:32:21	2016-11-04 18:32:21	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	224022922	吃个酸菜鱼 你餐具要收5块钱 让我拿手吃吗 逗 你们家洗碗工 是不是月入百万啊 洗个碗5块	2016-01-24 12:51:37	2016-01-24 13:49:00	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	348008383	感谢大众点评抽中190的套餐带上小伙伴一起来吃，在随便点着爱吃的菜就可以了。可惜忘记是母亲节了，到处排队，定西路的美食越来越多多，都要排队。我们排了一个多小时，等位超过一个小时就送肥牛一份，也算值得了因为带着小朋友，没有点辣得的黑鱼，不辣得稍微差了点味道，哈哈。还是辣才好吃，微辣就可以。奶豆腐，很好吃，样子也做得不错，小朋友都干掉了。口水鸡大人吃了，还可以，还点了蛋炒饭和印度飞饼，饭一般，飞饼好吃，印度小伙亲自在哪里飞啊飞的。鱼很新鲜，现挑现杀，所以锅底等了一会，上来直接可以吃，很好吃，鱼刺也少，吃得差不多添水，煮我们爱吃的菜。牛肉，羊肉味道一般了，素菜都很不错，新鲜。环境一般，服务不错。不排队的话，下次再来吃。	2017-05-15 18:12:15	2017-05-15 18:12:15	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	349931175	交通不是很方便，酸菜鱼蛮赞的哦，楼下还蛮多人排队的，店员也不错人少就给我们点了两斤三两左右的鱼，鱼锅吃完可以涮菜。鱼肉挺鲜嫩可口的，滑不溜秋鱼刺几乎木有，店里还有印度阿三可以现场飞饼也算个噱头吧^O^^O^	2017-05-27 18:20:44	2017-05-27 18:20:44	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	152549265	新装修的环境很好，宽敞干净，服务员都很客气。鱼很新鲜，自己挑鱼，现做的。就是不能做不辣的锅底有点美中不足，最后涮菜时，锅底越煮越辣，有点吃不消	2015-06-18 01:13:32	2015-06-18 01:13:32	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	161479618	工作日午餐套餐不错，够四个人吃，味道也不错〈3	2015-07-18 17:16:52	2015-07-18 17:16:52	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	238341095	吃鱼好去处！第一次晚上来吃，经历了“异常新鲜”的选鱼过程！师傅的刀功真是棒棒棒！鱼片很薄，汆得很嫩！中辣不算辣，但感觉比不辣的好吃很多哦，一层红油像是加了番茄汤。大赞配菜酸萝卜，很脆很爽口。宽粉要多煮一会儿，煮至透明，捞出来吃，棒呆了！飞饼都挺好吃，香蕉和菠萝的都很赞！中午的午市套餐灰常划算！！	2016-03-10 16:45:55	2016-03-10 16:45:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	196385603	还是那么的好吃，下次还会光顾！	2015-11-12 20:09:58	2015-11-12 20:09:58	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	230895354	鱼肉非常鲜爽，性价比很高，值得去吃	2016-02-16 10:14:47	2016-02-16 10:14:47	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	258216211	说真的，这是我吃过最好吃的酸菜鱼?，他家的鱼是你自己挑选的黑鱼，鱼刺很少。有微辣，中辣，重辣三种。一般稍微吃辣的点中辣就可以了。三个男生的话，吃四斤就可以了。鱼肉很爽滑，也很入味。里面有酸菜也有萝卜，还有粉条。用点评闪惠付款的，三个人点了一个3.8斤的鱼，没吃完，还有四个配菜。总共214，闪惠后190。很是划算啊！对了，人超级多，最好现在点评上排个队，等快到了会有短信通知哦！	2016-05-14 22:34:55	2016-05-14 22:34:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	268617239	鱼都是现挑现杀的，很新鲜，吃得出甜味来。酸汤味道正好，属于比较清淡的酸菜鱼，别有特色，经常来吃。	2016-06-15 11:22:16	2016-06-15 11:22:16	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	296006341	来吃三次了 没有什么能够挡得住我对酸菜鱼的热爱了！！！这家店地址就在中山公园附近 交通方便 吃饱了直接去逛个街 现杀黑鱼 鱼片切的很薄很入味 微辣中辣都吃过 我比较爱吃辣所以更倾向于中辣 鱼新鲜味道又好吃  服务员的态度也都很好抛饼也不错 要了香蕉味的 还点过蛋炒饭当主食 味道也蛮好的有时间了还会来的 值得推荐的一家	2016-08-31 10:06:41	2016-08-31 10:06:41	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	150736776	味道很赞，环境很好，汤很鲜美，鱼片很嫩，还会再来	2015-06-14 16:03:07	2015-06-14 16:03:07	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	159889874	中了大众点评的霸王餐100元现金券，这家店真的很给力，中了霸王餐还能用团购，折扣力度非常大，谢谢老板啦。这家店离地铁站有点距离，出站大概要走10分钟的样子，楼下是个汤包馆，这家店开在楼上，空间还是很大的，座位之间的间隔也蛮宽敞的，位子都是4人位以上的，服务员很多，很容易叫到。店面是新开的，看着很干净，亮堂。店里的活动也很多，有团购，有折扣，晚上的折扣力度比较大，中午来吃的酸菜鱼，比较健康，就只好用团购了，团购也等于差不多打了8折吧。酸菜鱼可以自己选口味，鱼片也满嫩的，切的很薄。味道还蛮好吃的，吃完鱼，还可以继续涮火锅。还有凉菜和飞饼。服务员态度都很好，换盘子的阿姨也很热情，餐具和餐巾纸是要收费的。还是挺推荐这家店的，如果一直有折扣的话。	2015-07-13 10:30:15	2015-07-13 10:34:21	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	239902380	环境还不错，菜品有特色，鱼比较嫩。	2016-03-15 14:36:48	2016-03-15 14:36:48	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	254876929	非常的实惠，一条鱼才100，味道还可以	2016-05-04 17:25:38	2016-05-04 17:25:38	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	273200089	昨天和另外三个小伙伴约在这里吃饭，他们都说这家的酸菜鱼味道最好，我之前有两次都是吃梅川路上的百岁我家酸菜鱼因为离家比较近嘛，但吃了你们家的发现味道真的要比梅川路的好，首先店里装修的环境和设施就不错，然后酸菜鱼的汤非常好喝不是特别的酸，由于我们其中一个小伙伴不吃辣的所以点的原味，鱼片也是非常的均匀并且口感很好，下次带我老爸也来尝尝你们家的味道，他很喜欢吃酸菜鱼！	2016-06-29 09:59:22	2016-06-29 09:59:22	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	370899459	好多人去排队啊，跟几个朋友等了半个小时左右，味道还可以，下次再来	2017-09-22 08:58:12	2017-09-22 08:58:12	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	249698566	非常好吃，我们要的不辣的，味道也很好，端上来就迫不及待地吃了，吃完吃想起来忘记拍照。	2016-04-18 08:35:21	2016-04-18 08:35:21	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	259354303	环境服务不错  最主要味道非常的好  团购很合算	2016-05-18 13:00:27	2016-05-18 13:00:27	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	295458731	这是我最喜欢吃的鱼的做法了，鱼片很薄，很好吃呢	2016-08-29 12:26:57	2016-08-29 12:26:57	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	363702136	感谢大众点评！又是一次难忘又愉悦的体验。“百素·我家酸菜鱼”的环境和服务给大大的好评！店面不小，位置也好找，从大楼外面到扶梯电梯都有明显的标识。服务的小哥哥小姐姐们都很热情，服务都很周到。入座以后，马上给了一张小票，让去选鱼区选🐠，都是黑鱼，两个人吃，说选一条小的，选到了2.1斤的，量刚刚好。然后是另点的，点了奶豆腐和炸腐皮，都是加分项，味道很不错！大概30分钟左右，鱼就在砂锅里上桌了，酸味很到位，口味选了微辣的，但是吃过以后，真的觉得，中辣的味道应该更好些。本来鱼里面还有宽粉和萝卜，没有特别惊喜但也绝没有任何失望。总得来说，吃饭真的是吃个感受，这家店真的没有不舒服，干净明亮服务亲切，所以好评！	2017-08-13 16:34:45	2017-08-13 16:34:45	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	198685771	不用排队很不错，味道中规中矩，可以去吃吃	2015-11-21 10:07:50	2015-11-21 10:07:50	2017-10-22
